seed=31
gen=0	fitness=95.532879582370	position=[4.147988, 0.019944, -0.105454, -2.419418, 0.908298, -0.821367, -2.424220, 0.065213, 0.979530, -2.205191]
gen=494	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=495	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=496	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=497	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=498	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=499	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=500	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=501	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=502	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=503	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=504	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=505	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=506	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=507	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=508	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=509	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=510	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=511	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=512	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=513	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=514	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=515	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=516	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=517	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=518	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=519	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=520	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=521	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=522	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=523	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=524	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=525	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=526	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=527	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=528	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=529	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=530	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=531	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=532	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=533	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=534	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=535	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=536	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=537	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=538	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=539	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=540	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=541	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=542	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=543	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=544	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=545	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=546	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=547	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=548	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=549	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=550	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=551	fitness=28.248295939040	position=[0.174541, -0.179677, -0.102561, -0.122220, 0.906486, 0.036181, 1.081614, -1.083429, -0.878331, 0.068086]
gen=552	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=553	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=554	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=555	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=556	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=557	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=558	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=559	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=560	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=561	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=562	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=563	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=564	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=565	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=566	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=567	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=568	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=569	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=570	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=571	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=572	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=573	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=574	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=575	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=576	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=577	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=578	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=579	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=580	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=581	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=582	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=583	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=584	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=585	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=586	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=587	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=588	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=589	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=590	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=591	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=592	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=593	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=594	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=595	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=596	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=597	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=598	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=599	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=600	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=601	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=602	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=603	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=604	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=605	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=606	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=607	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=608	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=609	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=610	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=611	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=612	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=613	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=614	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=615	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=616	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=617	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=618	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=619	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=620	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=621	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=622	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=623	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=624	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=625	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=626	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=627	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=628	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=629	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=630	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=631	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=632	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=633	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=634	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=635	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=636	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=637	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=638	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=639	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=640	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=641	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=642	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=643	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=644	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=645	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=646	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=647	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=648	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=649	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=650	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=651	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=652	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=653	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=654	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=655	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=656	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=657	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=658	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=659	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=660	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=661	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=662	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=663	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=664	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=665	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=666	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=667	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=668	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
gen=669	fitness=23.817792369983	position=[1.069333, -0.096555, -2.066442, -0.070730, 1.149214, 1.022948, 0.081499, 0.845509, -0.028805, -0.062573]
