seed=25
gen=0	fitness=104.478557999482	position=[-1.843127, 2.985794, -0.107304, -2.085369, 1.044083, -2.847223, -1.166616, -5.052440, -1.452292, -3.105645]
gen=463	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=464	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=465	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=466	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=467	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=468	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=469	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=470	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=471	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=472	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=473	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=474	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=475	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=476	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=477	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=478	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=479	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=480	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=481	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=482	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=483	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=484	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=485	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=486	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=487	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=488	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=489	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=490	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=491	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=492	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=493	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=494	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=495	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=496	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=497	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=498	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=499	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=500	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=501	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=502	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=503	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=504	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=505	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=506	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=507	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=508	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=509	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=510	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=511	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=512	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=513	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=514	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=515	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=516	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=517	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=518	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=519	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=520	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=521	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=522	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=523	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=524	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=525	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=526	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=527	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=528	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=529	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=530	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=531	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=532	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=533	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=534	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=535	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=536	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=537	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=538	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=539	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=540	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=541	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=542	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=543	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=544	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=545	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=546	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=547	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=548	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=549	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=550	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=551	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=552	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=553	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=554	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=555	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=556	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=557	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=558	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=559	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=560	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=561	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=562	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=563	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=564	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=565	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=566	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=567	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=568	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=569	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=570	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=571	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=572	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=573	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=574	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=575	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=576	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=577	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=578	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=579	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=580	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=581	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=582	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=583	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=584	fitness=25.079865979700	position=[0.088602, -0.030072, 1.043304, -0.043880, 1.951930, 1.845318, 0.075425, 0.130668, 0.064610, 1.944118]
gen=585	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=586	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=587	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=588	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=589	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=590	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=591	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=592	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=593	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=594	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=595	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=596	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=597	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=598	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=599	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=600	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=601	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=602	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=603	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=604	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=605	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=606	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=607	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=608	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=609	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=610	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=611	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=612	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=613	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=614	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=615	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=616	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=617	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=618	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=619	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=620	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=621	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=622	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=623	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=624	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=625	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=626	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=627	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=628	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=629	fitness=24.895334259518	position=[0.083811, 1.136905, -0.161747, -0.029262, -0.871333, 0.053417, -0.890637, 0.911073, -0.000346, -2.001449]
gen=630	fitness=24.397719628459	position=[0.001568, -0.142196, -0.039218, 0.013827, 0.023957, 0.875256, 0.000506, -0.168656, 0.248146, -1.041530]
gen=631	fitness=24.397719628459	position=[0.001568, -0.142196, -0.039218, 0.013827, 0.023957, 0.875256, 0.000506, -0.168656, 0.248146, -1.041530]
gen=632	fitness=24.397719628459	position=[0.001568, -0.142196, -0.039218, 0.013827, 0.023957, 0.875256, 0.000506, -0.168656, 0.248146, -1.041530]
gen=633	fitness=24.397719628459	position=[0.001568, -0.142196, -0.039218, 0.013827, 0.023957, 0.875256, 0.000506, -0.168656, 0.248146, -1.041530]
gen=634	fitness=24.397719628459	position=[0.001568, -0.142196, -0.039218, 0.013827, 0.023957, 0.875256, 0.000506, -0.168656, 0.248146, -1.041530]
gen=635	fitness=24.397719628459	position=[0.001568, -0.142196, -0.039218, 0.013827, 0.023957, 0.875256, 0.000506, -0.168656, 0.248146, -1.041530]
gen=636	fitness=24.397719628459	position=[0.001568, -0.142196, -0.039218, 0.013827, 0.023957, 0.875256, 0.000506, -0.168656, 0.248146, -1.041530]
gen=637	fitness=24.397719628459	position=[0.001568, -0.142196, -0.039218, 0.013827, 0.023957, 0.875256, 0.000506, -0.168656, 0.248146, -1.041530]
gen=638	fitness=24.397719628459	position=[0.001568, -0.142196, -0.039218, 0.013827, 0.023957, 0.875256, 0.000506, -0.168656, 0.248146, -1.041530]
