seed=24
gen=0	fitness=120.869143633939	position=[-3.126838, -4.245563, 3.217061, -1.522543, 2.891986, 2.672801, 2.069485, -0.959059, 0.068240, -0.016947]
gen=505	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=506	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=507	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=508	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=509	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=510	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=511	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=512	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=513	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=514	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=515	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=516	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=517	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=518	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=519	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=520	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=521	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=522	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=523	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=524	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=525	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=526	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=527	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=528	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=529	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=530	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=531	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=532	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=533	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=534	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=535	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=536	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=537	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=538	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=539	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=540	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=541	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=542	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=543	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=544	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=545	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=546	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=547	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=548	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=549	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=550	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=551	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=552	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=553	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=554	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=555	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=556	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=557	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=558	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=559	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=560	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=561	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=562	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=563	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=564	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=565	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=566	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=567	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=568	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=569	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=570	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=571	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=572	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=573	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=574	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=575	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=576	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=577	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=578	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=579	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=580	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=581	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=582	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=583	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=584	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=585	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=586	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=587	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=588	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=589	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=590	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=591	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=592	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=593	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=594	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=595	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=596	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=597	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=598	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=599	fitness=26.132146749891	position=[0.075522, 0.962708, -0.137966, 1.111734, -0.940545, 0.824662, -0.049849, -0.033486, 0.053455, 0.211810]
gen=600	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=601	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=602	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=603	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=604	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=605	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=606	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=607	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=608	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=609	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=610	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=611	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=612	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=613	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=614	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=615	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=616	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=617	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=618	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=619	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=620	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=621	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=622	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=623	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=624	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=625	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=626	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=627	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=628	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=629	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=630	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=631	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=632	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=633	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=634	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=635	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=636	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=637	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=638	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=639	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=640	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=641	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=642	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=643	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=644	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=645	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=646	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=647	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=648	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=649	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=650	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=651	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=652	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=653	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=654	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=655	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=656	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=657	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=658	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=659	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=660	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=661	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=662	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=663	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=664	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=665	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=666	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=667	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=668	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=669	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=670	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=671	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=672	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=673	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=674	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=675	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=676	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=677	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=678	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=679	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
gen=680	fitness=24.750299125396	position=[1.071697, -0.106946, -1.040184, -0.037477, -0.974754, 0.920608, 0.021026, 0.270912, -0.109533, 0.929023]
