seed=29
gen=0	fitness=109.992429584224	position=[-1.273255, 0.068512, -0.783845, 3.031142, 3.075657, -1.556177, -0.066584, -5.106273, 1.018083, -0.341469]
gen=501	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=502	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=503	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=504	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=505	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=506	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=507	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=508	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=509	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=510	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=511	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=512	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=513	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=514	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=515	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=516	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=517	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=518	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=519	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=520	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=521	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=522	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=523	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=524	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=525	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=526	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=527	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=528	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=529	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=530	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=531	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=532	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=533	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=534	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=535	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=536	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=537	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=538	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=539	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=540	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=541	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=542	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=543	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=544	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=545	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=546	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=547	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=548	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=549	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=550	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=551	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=552	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=553	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=554	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=555	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=556	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=557	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=558	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=559	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=560	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=561	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=562	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=563	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=564	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=565	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=566	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=567	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=568	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=569	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=570	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=571	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=572	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=573	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=574	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=575	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=576	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=577	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=578	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=579	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=580	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=581	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=582	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=583	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=584	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=585	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=586	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=587	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=588	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=589	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=590	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=591	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=592	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=593	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=594	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=595	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=596	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=597	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=598	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=599	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=600	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=601	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=602	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=603	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=604	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=605	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=606	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=607	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=608	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=609	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=610	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=611	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=612	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=613	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=614	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=615	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=616	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=617	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=618	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=619	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=620	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=621	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=622	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=623	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=624	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=625	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=626	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=627	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=628	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=629	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=630	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=631	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=632	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=633	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=634	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=635	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=636	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=637	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=638	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=639	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=640	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=641	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=642	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=643	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=644	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=645	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=646	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=647	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=648	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=649	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=650	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=651	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=652	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=653	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=654	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=655	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=656	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=657	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=658	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=659	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=660	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=661	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=662	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=663	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=664	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=665	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=666	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=667	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=668	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=669	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=670	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=671	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=672	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=673	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=674	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=675	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
gen=676	fitness=25.059707867459	position=[0.046931, -0.074502, -0.033529, 0.118039, -0.003704, -0.871064, 0.140826, 0.005991, -1.871193, -2.104783]
