seed=27
gen=0	fitness=89.754001541550	chromosome=0110101000111101000000110111101001010011101010100100110110001010101011100100001101100011110010101001100000010011100000111100000010011010000001111111100111111111	decoded=[-0.870404, -4.980935, -1.773386, -2.018390, 1.850575, -1.128377, 0.963062, 0.150080, 1.041188, 4.879996]
gen=421	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=422	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=423	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=424	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=425	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=426	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=427	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=428	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=429	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=430	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=431	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=432	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=433	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=434	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=435	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=436	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=437	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=438	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=439	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=440	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=441	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=442	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=443	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=444	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=445	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=446	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=447	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=448	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=449	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=450	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=451	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=452	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=453	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=454	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=455	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=456	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=457	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=458	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=459	fitness=0.563403980479	chromosome=0111111110001000100000000001110101111111110001101000000000100011011111110101101001111111010011101000000001001010100000000001001010000000001110011000000010101001	decoded=[-0.018672, 0.004609, -0.008985, 0.005547, -0.025860, -0.027735, 0.011641, 0.002891, 0.008985, 0.026485]
gen=460	fitness=0.544199101570	chromosome=0111111111001101100000000001010101111111110101011000000000101011011111110101101001111111110111101000000001011011100000001011001001111111101100001000000010101111	decoded=[-0.007891, 0.003359, -0.006641, 0.006797, -0.025860, -0.005234, 0.014297, 0.027891, -0.012422, 0.027422]
gen=461	fitness=0.544199101570	chromosome=0111111111001101100000000001010101111111110101011000000000101011011111110101101001111111110111101000000001011011100000001011001001111111101100001000000010101111	decoded=[-0.007891, 0.003359, -0.006641, 0.006797, -0.025860, -0.005234, 0.014297, 0.027891, -0.012422, 0.027422]
gen=462	fitness=0.544199101570	chromosome=0111111111001101100000000001010101111111110101011000000000101011011111110101101001111111110111101000000001011011100000001011001001111111101100001000000010101111	decoded=[-0.007891, 0.003359, -0.006641, 0.006797, -0.025860, -0.005234, 0.014297, 0.027891, -0.012422, 0.027422]
gen=463	fitness=0.544199101570	chromosome=0111111111001101100000000001010101111111110101011000000000101011011111110101101001111111110111101000000001011011100000001011001001111111101100001000000010101111	decoded=[-0.007891, 0.003359, -0.006641, 0.006797, -0.025860, -0.005234, 0.014297, 0.027891, -0.012422, 0.027422]
gen=464	fitness=0.544199101570	chromosome=0111111111001101100000000001010101111111110101011000000000101011011111110101101001111111110111101000000001011011100000001011001001111111101100001000000010101111	decoded=[-0.007891, 0.003359, -0.006641, 0.006797, -0.025860, -0.005234, 0.014297, 0.027891, -0.012422, 0.027422]
gen=465	fitness=0.544199101570	chromosome=0111111111001101100000000001010101111111110101011000000000101011011111110101101001111111110111101000000001011011100000001011001001111111101100001000000010101111	decoded=[-0.007891, 0.003359, -0.006641, 0.006797, -0.025860, -0.005234, 0.014297, 0.027891, -0.012422, 0.027422]
gen=466	fitness=0.544199101570	chromosome=0111111111001101100000000001010101111111110101011000000000101011011111110101101001111111110111101000000001011011100000001011001001111111101100001000000010101111	decoded=[-0.007891, 0.003359, -0.006641, 0.006797, -0.025860, -0.005234, 0.014297, 0.027891, -0.012422, 0.027422]
gen=467	fitness=0.544199101570	chromosome=0111111111001101100000000001010101111111110101011000000000101011011111110101101001111111110111101000000001011011100000001011001001111111101100001000000010101111	decoded=[-0.007891, 0.003359, -0.006641, 0.006797, -0.025860, -0.005234, 0.014297, 0.027891, -0.012422, 0.027422]
gen=468	fitness=0.544199101570	chromosome=0111111111001101100000000001010101111111110101011000000000101011011111110101101001111111110111101000000001011011100000001011001001111111101100001000000010101111	decoded=[-0.007891, 0.003359, -0.006641, 0.006797, -0.025860, -0.005234, 0.014297, 0.027891, -0.012422, 0.027422]
gen=469	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=470	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=471	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=472	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=473	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=474	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=475	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=476	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=477	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=478	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=479	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=480	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=481	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=482	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=483	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=484	fitness=0.433147012691	chromosome=0111111111110011100000000000000101111111111010011000000000101011011111110111101101111111110100011000000001011110100000001110100010000000001000011000000000111001	decoded=[-0.001953, 0.000234, -0.003516, 0.006797, -0.020703, -0.007266, 0.014766, 0.036329, 0.005234, 0.008985]
gen=485	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=486	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=487	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=488	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=489	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=490	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=491	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=492	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=493	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=494	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=495	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=496	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=497	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=498	fitness=0.431124390417	chromosome=0111111110011111100000000000111101111111111101011000000000101001011111110101101001111111111001101000000001110111100000001010011001111111101110010111111111001011	decoded=[-0.015078, 0.002422, -0.001641, 0.006484, -0.025860, -0.003984, 0.018672, 0.026016, -0.011016, -0.008203]
gen=499	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=500	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=501	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=502	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=503	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=504	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=505	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=506	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=507	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=508	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=509	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=510	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=511	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=512	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=513	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=514	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=515	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=516	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
gen=517	fitness=0.318180548388	chromosome=0111111111001111100000000010110101111111110001111000000000111010011111110101101001111111111010101000000001110011100000000010000001111111101100101000000001010000	decoded=[-0.007578, 0.007109, -0.008828, 0.009141, -0.025860, -0.003359, 0.018047, 0.005078, -0.012110, 0.012578]
