seed=28
gen=0	fitness=62.452881631583	chromosome=1000001110100010100101101011111001111011111001001001101101000011011110100100110010011001101000000111111010101001110010011111100101101011101101111010011001110000	decoded=[0.145393, 0.909780, -0.164299, 1.090564, -0.228050, 1.025094, -0.053516, 2.959030, -0.811341, 1.537602]
gen=527	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=528	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=529	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=530	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=531	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=532	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=533	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=534	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=535	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=536	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=537	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=538	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=539	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=540	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=541	fitness=0.928320362183	chromosome=0111111111110010100000000110010001111111010100110111111101111000011111110000111001111111110101001000000011001010100000001010101101111111111111000111111111000111	decoded=[-0.002109, 0.015703, -0.026954, -0.021172, -0.037735, -0.006797, 0.031641, 0.026797, -0.000547, -0.008828]
gen=542	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=543	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=544	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=545	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=546	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=547	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=548	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=549	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=550	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=551	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=552	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=553	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=554	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=555	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=556	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=557	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=558	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=559	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=560	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=561	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=562	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=563	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=564	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=565	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=566	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=567	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=568	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=569	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=570	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=571	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=572	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=573	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=574	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=575	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=576	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=577	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=578	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=579	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=580	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=581	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=582	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=583	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=584	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=585	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=586	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=587	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=588	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=589	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=590	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=591	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=592	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=593	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=594	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=595	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=596	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=597	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=598	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=599	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=600	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=601	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=602	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=603	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=604	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=605	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=606	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=607	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=608	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=609	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=610	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=611	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=612	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=613	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=614	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=615	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=616	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=617	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=618	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=619	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=620	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=621	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=622	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
gen=623	fitness=0.536092500581	chromosome=0111111110010010011111111100011001111111110111110111111101101101011111111101011101111111001011111000000001110111100000000111001001111111111011001000000000001110	decoded=[-0.017110, -0.008985, -0.005078, -0.022891, -0.006328, -0.032579, 0.018672, 0.017891, -0.003047, 0.002266]
