seed=12
gen=0	fitness=96.303866039538	position=[1.862508, -2.015270, 1.505915, 2.118342, 1.078869, -1.445143, -2.759247, 0.929651, -1.961022, -2.992306]
gen=416	fitness=4.010604378173	position=[0.008433, -1.011885, -0.043011, 0.992941, -0.010480, -0.003450, -0.045479, 0.013975, 0.999368, -0.024089]
gen=417	fitness=4.010604378173	position=[0.008433, -1.011885, -0.043011, 0.992941, -0.010480, -0.003450, -0.045479, 0.013975, 0.999368, -0.024089]
gen=418	fitness=4.010604378173	position=[0.008433, -1.011885, -0.043011, 0.992941, -0.010480, -0.003450, -0.045479, 0.013975, 0.999368, -0.024089]
gen=419	fitness=4.010604378173	position=[0.008433, -1.011885, -0.043011, 0.992941, -0.010480, -0.003450, -0.045479, 0.013975, 0.999368, -0.024089]
gen=420	fitness=4.010604378173	position=[0.008433, -1.011885, -0.043011, 0.992941, -0.010480, -0.003450, -0.045479, 0.013975, 0.999368, -0.024089]
gen=421	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=422	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=423	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=424	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=425	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=426	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=427	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=428	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=429	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=430	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=431	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=432	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=433	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=434	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=435	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=436	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=437	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=438	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=439	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=440	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=441	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=442	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=443	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=444	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=445	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=446	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=447	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=448	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=449	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=450	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=451	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=452	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=453	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=454	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=455	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=456	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=457	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=458	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=459	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=460	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=461	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=462	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=463	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=464	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=465	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=466	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=467	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=468	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=469	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=470	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=471	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=472	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=473	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=474	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=475	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=476	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=477	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=478	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=479	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=480	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=481	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=482	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=483	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=484	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=485	fitness=3.855087813172	position=[0.003645, -0.991681, -0.036844, 0.992714, -0.004575, 0.015416, -0.041040, 0.020079, 0.998699, -0.025636]
gen=486	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=487	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=488	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=489	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=490	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=491	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=492	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=493	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=494	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=495	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=496	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=497	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=498	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=499	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=500	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=501	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=502	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=503	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=504	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=505	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=506	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=507	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=508	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=509	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=510	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=511	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=512	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=513	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=514	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=515	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=516	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=517	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=518	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=519	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=520	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=521	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=522	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=523	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=524	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=525	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=526	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=527	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=528	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=529	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=530	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=531	fitness=3.814452847708	position=[0.016439, -0.975563, -0.024427, 1.002287, -0.017547, 0.002470, -0.027640, 0.009745, 1.009617, -0.038848]
gen=532	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=533	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=534	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=535	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=536	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=537	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=538	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=539	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=540	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=541	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=542	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=543	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=544	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=545	fitness=3.663251975080	position=[0.008179, -0.962223, -0.012174, 1.012135, -0.025835, -0.002091, -0.019950, 0.001352, 1.004922, -0.026019]
gen=546	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=547	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=548	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=549	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=550	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=551	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=552	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=553	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=554	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=555	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=556	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=557	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=558	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=559	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=560	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=561	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=562	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=563	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=564	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=565	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=566	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=567	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=568	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=569	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=570	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=571	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=572	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=573	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=574	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=575	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=576	fitness=3.497297553948	position=[0.007466, -0.978833, -0.021999, 1.000768, -0.013141, 0.007059, -0.030354, 0.008498, 0.999527, -0.022752]
gen=577	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=578	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=579	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=580	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=581	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=582	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=583	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=584	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=585	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=586	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=587	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=588	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=589	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=590	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=591	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
