seed=4
gen=0	fitness=90.439355691299	position=[-2.832655, -1.798685, -0.178130, -1.150469, -3.354924, 0.054851, -0.045177, -1.024174, -0.813961, -1.624604]
gen=769	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=770	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=771	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=772	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=773	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=774	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=775	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=776	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=777	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=778	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=779	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=780	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=781	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=782	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=783	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=784	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=785	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=786	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=787	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=788	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=789	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=790	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=791	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=792	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=793	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=794	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=795	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=796	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=797	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=798	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=799	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=800	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=801	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=802	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=803	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=804	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=805	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=806	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=807	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=808	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=809	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=810	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=811	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=812	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=813	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=814	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=815	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=816	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=817	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=818	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=819	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=820	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=821	fitness=6.746912490186	position=[-1.033683, 0.019684, -0.005040, -1.008898, -0.011119, 0.032134, 0.003246, 0.024292, -1.996728, 0.004097]
gen=822	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=823	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=824	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=825	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=826	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=827	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=828	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=829	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=830	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=831	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=832	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=833	fitness=6.707465530997	position=[-1.040381, 0.012838, -0.011692, -1.003941, -0.005521, 0.024133, 0.007665, 0.024143, -1.992712, -0.004673]
gen=834	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=835	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=836	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=837	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=838	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=839	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=840	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=841	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=842	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=843	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=844	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=845	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=846	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=847	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=848	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=849	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=850	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=851	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=852	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=853	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=854	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=855	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=856	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=857	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=858	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=859	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=860	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=861	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=862	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=863	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=864	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=865	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=866	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=867	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=868	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=869	fitness=6.603213501097	position=[-1.035182, 0.016456, -0.012074, -1.001533, -0.013042, 0.019289, 0.008514, 0.022132, -1.990960, -0.004049]
gen=870	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=871	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=872	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=873	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=874	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=875	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=876	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=877	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=878	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=879	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=880	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=881	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=882	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=883	fitness=6.576266116747	position=[-1.024887, 0.002936, 0.001604, -0.990940, -0.026427, 0.031537, -0.003955, 0.008485, -1.983257, -0.017772]
gen=884	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=885	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=886	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=887	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=888	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=889	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=890	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=891	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=892	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=893	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=894	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=895	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=896	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=897	fitness=6.539552991222	position=[-1.023895, 0.011251, 0.003765, -0.988974, -0.030655, 0.024489, 0.010482, 0.008050, -1.985624, -0.011451]
gen=898	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=899	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=900	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=901	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=902	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=903	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=904	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=905	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=906	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=907	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=908	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=909	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=910	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=911	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=912	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=913	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=914	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=915	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=916	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=917	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=918	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=919	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=920	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=921	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=922	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=923	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=924	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=925	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=926	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=927	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=928	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=929	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=930	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=931	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=932	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=933	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=934	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=935	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=936	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=937	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=938	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=939	fitness=6.532859545015	position=[-1.013573, -0.002150, -0.000095, -0.979818, -0.035961, 0.027062, -0.002686, 0.007751, -1.980179, -0.008868]
gen=940	fitness=6.499634164966	position=[-1.011145, -0.003728, 0.001361, -0.979372, -0.034827, 0.025586, -0.009301, 0.009819, -1.989336, -0.010313]
gen=941	fitness=6.499634164966	position=[-1.011145, -0.003728, 0.001361, -0.979372, -0.034827, 0.025586, -0.009301, 0.009819, -1.989336, -0.010313]
