seed=12
gen=0	fitness=96.303866039538	position=[1.862508, -2.015270, 1.505915, 2.118342, 1.078869, -1.445143, -2.759247, 0.929651, -1.961022, -2.992306]
gen=658	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=659	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=660	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=661	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=662	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=663	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=664	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=665	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=666	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=667	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=668	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=669	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=670	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=671	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=672	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=673	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=674	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=675	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=676	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=677	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=678	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=679	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=680	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=681	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=682	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=683	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=684	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=685	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=686	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=687	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=688	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=689	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=690	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=691	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=692	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=693	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=694	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=695	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=696	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=697	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=698	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=699	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=700	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=701	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=702	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=703	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=704	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=705	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=706	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=707	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=708	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=709	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=710	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=711	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=712	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=713	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=714	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=715	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=716	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=717	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=718	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=719	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=720	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=721	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=722	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=723	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=724	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=725	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=726	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=727	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=728	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=729	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=730	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=731	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=732	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=733	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=734	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=735	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=736	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=737	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=738	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=739	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=740	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=741	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=742	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=743	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=744	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=745	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=746	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=747	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=748	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=749	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=750	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=751	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=752	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=753	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=754	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=755	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=756	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=757	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=758	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=759	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=760	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=761	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=762	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=763	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=764	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=765	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=766	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=767	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=768	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=769	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=770	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=771	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=772	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=773	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=774	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=775	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=776	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=777	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=778	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=779	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=780	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=781	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=782	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=783	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=784	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=785	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=786	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=787	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=788	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=789	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=790	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=791	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=792	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=793	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=794	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=795	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=796	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=797	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=798	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=799	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=800	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=801	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=802	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=803	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=804	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=805	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=806	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=807	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=808	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=809	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=810	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=811	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=812	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=813	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=814	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=815	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=816	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=817	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=818	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=819	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=820	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=821	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=822	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=823	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=824	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=825	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=826	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=827	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=828	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=829	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=830	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=831	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=832	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
gen=833	fitness=3.436907579154	position=[0.012067, -0.984003, -0.018153, 0.998191, -0.008560, 0.016881, -0.030740, 0.004390, 0.996786, -0.018744]
