seed=6
gen=0	fitness=86.220642446540	position=[1.118872, 0.173372, 0.211106, -0.304828, 3.130810, -0.809658, -1.062235, -2.725639, -2.222407, -1.057890]
gen=816	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=817	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=818	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=819	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=820	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=821	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=822	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=823	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=824	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=825	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=826	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=827	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=828	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=829	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=830	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=831	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=832	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=833	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=834	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=835	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=836	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=837	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=838	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=839	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=840	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=841	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=842	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=843	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=844	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=845	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=846	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=847	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=848	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=849	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=850	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=851	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=852	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=853	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=854	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=855	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=856	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=857	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=858	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=859	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=860	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=861	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=862	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=863	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=864	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=865	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=866	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=867	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=868	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=869	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=870	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=871	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=872	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=873	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=874	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=875	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=876	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=877	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=878	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=879	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=880	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=881	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=882	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=883	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=884	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=885	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=886	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=887	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=888	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=889	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=890	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=891	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=892	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=893	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=894	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=895	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=896	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=897	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=898	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=899	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=900	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=901	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=902	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=903	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=904	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=905	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=906	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=907	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=908	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=909	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=910	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=911	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=912	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=913	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=914	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=915	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=916	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=917	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=918	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=919	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=920	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=921	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=922	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=923	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=924	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=925	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=926	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=927	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=928	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=929	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=930	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=931	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=932	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=933	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=934	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=935	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=936	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=937	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=938	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=939	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=940	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=941	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=942	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=943	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=944	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=945	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=946	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=947	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=948	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=949	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=950	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=951	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=952	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=953	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=954	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=955	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=956	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=957	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=958	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=959	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=960	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=961	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=962	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=963	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=964	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=965	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=966	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=967	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=968	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=969	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=970	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=971	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=972	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=973	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=974	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=975	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=976	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=977	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=978	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=979	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=980	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=981	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=982	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=983	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=984	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=985	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=986	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=987	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=988	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=989	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=990	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
gen=991	fitness=6.061601336208	position=[1.002020, -0.985288, 1.005326, -0.000971, 0.982541, -0.000717, 0.002134, -0.993224, -0.001495, -0.988094]
