seed=7
gen=0	fitness=79.393464459465	position=[-3.208561, 1.808844, -0.822902, -3.079068, -0.207016, 1.100161, -3.049317, -2.079833, -1.073810, -1.861297]
gen=369	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=370	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=371	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=372	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=373	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=374	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=375	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=376	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=377	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=378	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=379	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=380	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=381	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=382	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=383	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=384	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=385	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=386	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=387	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=388	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=389	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=390	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=391	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=392	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=393	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=394	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=395	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=396	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=397	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=398	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=399	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=400	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=401	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=402	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=403	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=404	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=405	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=406	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=407	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=408	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=409	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=410	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=411	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=412	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=413	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=414	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=415	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=416	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=417	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=418	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=419	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=420	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=421	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=422	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=423	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=424	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=425	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=426	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=427	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=428	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=429	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=430	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=431	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=432	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=433	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=434	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=435	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=436	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=437	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=438	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=439	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=440	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=441	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=442	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=443	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=444	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=445	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=446	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=447	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=448	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=449	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=450	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=451	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=452	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=453	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=454	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=455	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=456	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=457	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=458	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=459	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=460	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=461	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=462	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=463	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=464	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=465	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=466	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=467	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=468	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=469	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=470	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=471	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=472	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=473	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=474	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=475	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=476	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=477	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=478	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=479	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=480	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=481	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=482	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=483	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=484	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=485	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=486	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=487	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=488	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=489	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=490	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=491	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=492	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=493	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=494	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=495	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=496	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=497	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=498	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=499	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=500	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=501	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=502	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=503	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=504	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=505	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=506	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=507	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=508	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=509	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=510	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=511	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=512	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=513	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=514	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=515	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=516	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=517	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=518	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=519	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=520	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=521	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=522	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=523	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=524	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=525	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=526	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=527	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=528	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=529	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=530	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=531	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=532	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=533	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=534	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=535	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=536	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=537	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=538	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=539	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=540	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=541	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=542	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=543	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
gen=544	fitness=17.364030258681	position=[1.965887, 0.975910, 0.016282, 0.996540, -1.020865, 1.000042, -0.000754, 1.979385, 1.000236, -2.005068]
